,Company,TypeName,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,GpuType,OpSys,Weight,Price_euros
777,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.8kg,636.0
778,Razer,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD,Nvidia,GeForce GTX,Windows 10,1.95kg,2899.0
779,Asus,Notebook,15.6,1920x1080,Intel,Pentium Dual Core N4200,1.1GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,2kg,581.9
780,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,3588.8
781,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.3kg,2350.0
782,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,16GB,512GB SSD,Nvidia,GeForce,Windows 10,1.47kg,1764.0
783,Lenovo,Notebook,15.6,1366x768,Intel,Celeron Quad Core N3710,1.6GHz,8GB,1TB HDD,Intel,HD Graphics,No OS,2.2kg,329.0
784,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.7kg,2299.0
785,MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.6kg,1891.0
786,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1089.0
787,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,4GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,999.0
788,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.2kg,2299.0
789,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.62kg,985.0
790,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce,Windows 10,2.24kg,1339.0
791,Vero,Notebook,14.0,1920x1080,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.22kg,202.9
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.37kg,1970.0
793,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,AMD,Radeon R7,Windows 10,2.08kg,959.0
794,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.2GHz,8GB,512GB Flash Storage,Intel,HD Graphics,Mac OS X,0.920kg,1165.0
795,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.42kg,2330.0
796,Asus,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.63kg,299.0
797,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,1.95kg,810.0
798,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.38kg,1349.0
799,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,8GB,256GB SSD,AMD,Radeon R5,Windows 10,2kg,739.0
800,HP,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 10,3.14kg,2064.9
801,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.37kg,1099.0
802,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.29kg,1499.0
803,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 7300HQ,2.5GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.06kg,1749.0
804,Dell,Netbook,11.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.63kg,744.0
805,HP,Netbook,12.5,1366x768,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1389.0
806,Toshiba,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,780.0
807,HP,Notebook,15.6,1366x768,AMD,A12-Series 9700P,2.5GHz,8GB,2TB HDD,AMD,Radeon R7,Windows 10,2.04kg,629.0
808,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD,Nvidia,GeForce GTX 1050,Windows 10,2.62kg,1679.0
809,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.4kg,609.0
810,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,12GB,1TB HDD,AMD,Radeon RX,Windows 10,3.74kg,1749.0
811,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.9kg,2415.0
812,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,0.81kg,1499.0
813,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce GT,Windows 10,1.98kg,961.0
814,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,AMD,Radeon R5,Windows 10,2.18kg,789.81
815,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.32kg,1859.0
816,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,2.5GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.29kg,1799.0
817,HP,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,16GB Flash Storage,Intel,HD Graphics,Chrome OS,1.23kg,385.0
818,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.36kg,2505.02
819,Dell,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.76kg,755.0
820,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,489.9
821,Toshiba,Ultrabook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.25kg,1090.0
822,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.13kg,2499.0
823,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.4kg,1199.0
824,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB Flash Storage,Intel,HD Graphics,Windows 10,1.13kg,1875.0
825,Toshiba,Notebook,14.0,1366x768,Intel,Pentium Dual Core 4405U,2.1GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.75kg,499.0
826,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.1kg,1358.0
827,Dell,Notebook,14.0,1366x768,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.76kg,585.0
828,Acer,Netbook,11.6,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.35kg,355.0
829,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,1.5kg,619.0
830,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7820HK,2.9GHz,32GB,512GB SSD,Nvidia,GeForce GTX,Windows 10,3.49kg,5499.0
831,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,2.6GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.1kg,2099.0
832,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Nvidia,GeForce,Linux,2.1kg,519.0
833,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.7kg,1186.0
834,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.32kg,1650.0
835,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.21kg,2774.63
836,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.9kg,2419.0
837,Toshiba,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.0kg,669.0
838,Lenovo,Notebook,14.0,1366x768,Intel,Celeron Quad Core N3160,1.6GHz,4GB,16GB Flash Storage,Intel,HD Graphics,Chrome OS,1.5kg,325.0
839,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,128GB HDD,Intel,HD Graphics,Windows 10,2.3kg,590.0
840,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.73kg,1799.0
841,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,3072.89
842,HP,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.63kg,910.0
843,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,2.18kg,713.99
844,HP,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 7,1.54kg,1870.0
845,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,4GB,256GB SSD,AMD,Radeon R5,Windows 10,2.18kg,739.0
846,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.4kg,615.0
847,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,512GB SSD,Nvidia,GeForce,Windows 10,1.45kg,1026.0
848,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.28kg,2277.0
849,HP,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.54kg,1468.0
850,HP,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,128GB SSD,Intel,HD Graphics,No OS,1.86kg,299.0
851,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.1kg,1899.0
852,Dell,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,AMD,Radeon R7,Linux,2.83kg,865.0
853,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,GeForce GT,Windows 10,1.96kg,1903.0
854,Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.3kg,787.0
855,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,1.9kg,945.0
856,Asus,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2kg,449.0
857,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7600U,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.28kg,2559.0
858,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,1.62kg,649.0
859,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,2.2kg,469.0
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.3kg,850.66
861,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,AMD,Radeon R7,Windows 10,1.84kg,1349.0
862,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.05kg,1285.0
863,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,No OS,2.5kg,1017.0
864,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7660U,2.5GHz,16GB,512GB SSD,Intel,Iris Plus Graphics,Windows 10,1.29kg,2240.0
865,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.07kg,910.0
866,Toshiba,Ultrabook,13.3,1366x768,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1095.0
867,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.37kg,1950.0
868,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.56kg,902.0
869,Dell,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,Quadro,Windows 10,2.23kg,1778.0
870,Lenovo,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.38kg,1055.0
871,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,AMD,Radeon R5,No OS,2.2kg,479.0
872,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.0kg,1388.0
873,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,180GB SSD,Intel,HD Graphics,Windows 10,1.44kg,735.0
874,Samsung,Ultrabook,15.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,256GB SSD,Nvidia,GeForce,Windows 10,1.23kg,1849.0
875,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.6kg,1690.0
876,Asus,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2kg,398.99
877,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.28kg,935.0
878,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia,GeForce,Windows 10,2.18kg,912.5
879,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.04kg,839.0
880,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.28kg,1700.0
881,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.3kg,684.8
882,Asus,Notebook,14.1,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.65kg,348.0
883,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.2kg,669.0
884,Dell,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6GHz,4GB,500GB HDD,Intel,HD,Windows 10,2.2kg,369.0
885,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.28kg,1799.0
886,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,AMD,Radeon R5,Linux,2.18kg,455.7
887,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1369.9
888,Acer,Netbook,11.6,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.25kg,297.0
889,Lenovo,Notebook,17.3,1600x900,AMD,A4-Series 7210,2.2GHz,4GB,500GB HDD,AMD,Radeon,Windows 10,2.8kg,379.0
890,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.95kg,1265.0
891,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7GHz,16GB,256GB SSD,Intel,HD Graphics,Windows 10,1.42kg,1399.0
892,Samsung,Ultrabook,15.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.17kg,1699.0
893,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.32kg,1799.0
894,MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6GHz,16GB,512GB SSD +  2TB HDD,Nvidia,GeForce GTX,Windows 10,2.43kg,2649.0
895,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.05kg,1475.0
896,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Linux,2.62kg,929.0
897,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.04kg,900.0
898,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,AMD,Radeon R5,Windows 10,2.18kg,614.0
899,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,500GB HDD,Intel,HD Graphics,Windows 10,1.9kg,935.0
900,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,1.3GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.24kg,2013.1
901,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,32GB,256GB SSD +  256GB SSD,Nvidia,GeForce GTX,Windows 10,3.58kg,1279.0
902,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,1.3GHz,16GB,256GB SSD,Intel,HD Graphics,Windows 10,1.22kg,1649.0
903,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB Flash Storage,Intel,HD Graphics,Windows 10,1.13kg,2049.0
904,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.95kg,1962.99
905,LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.08kg,2099.0
906,HP,Netbook,12.5,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1483.0
907,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Celeron Dual Core 3205U,1.5GHz,4GB,16GB Flash Storage,Intel,HD,Chrome OS,2.20kg,359.0
908,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.6kg,789.0
909,LG,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,0.98kg,1899.0
910,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.6kg,1205.0
911,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel,Core M 6Y75,1.2GHz,8GB,240GB SSD,Intel,HD Graphics,Windows 10,1.09kg,3100.0
912,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,6GB,256GB SSD,Nvidia,GeForce,Windows 10,2.2kg,789.0
913,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.04kg,1018.99
914,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.4kg,499.0
915,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.44kg,881.0
916,HP,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.49kg,960.0
917,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.7kg,1599.0
918,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.6kg,1349.0
919,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1119.91
920,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,AMD,Radeon R5,Windows 10,2.18kg,684.99
921,HP,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,AMD,Radeon R7,Windows 10,1.84kg,1296.99
922,HP,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.39kg,1149.0
923,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,16GB,256GB SSD,Nvidia,GeForce,Windows 10,2.4kg,1975.0
924,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.37kg,1825.0
925,Dell,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.95kg,729.9
926,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1650.0
927,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.31kg,1165.0
928,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.18kg,708.06
929,HP,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.95kg,1149.0
930,Lenovo,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.2kg,309.0
